43869044,14180,20943,-36,0,0,
43869049,14180,21003,-36,-1,0,
43869054,14167,21061,-34,-2,0,
43869059,14167,21115,-34,-3,0,
43869064,14156,21168,-32,-6,0,
43869069,14146,21219,-33,-7,0,
43869074,14138,21266,-33,-8,0,
43869079,14130,21309,-33,-10,0,
43869084,14130,21348,-32,-11,0,
43869089,14120,21382,-31,-13,0,
43869094,14111,21415,-31,-14,0,
43869099,14101,21443,-29,-14,0,
43869104,14101,21469,-30,-16,0,
43869109,14091,21493,-30,-17,0,
43869114,14091,21514,-29,-18,0,
43869119,14091,21534,-29,-18,0,
43869124,14084,21552,-29,-18,0,
43869129,14084,21566,-28,-17,0,
43869134,14084,21578,-28,-17,0,
43869139,14084,21589,-27,-15,0,
43869144,14084,21596,-26,-14,0,
43869149,14084,21604,-27,-13,0,
43869149,14084,21604,-25,-13,390,
43869154,14091,21630,-26,-12,603,
43869159,14104,21644,-24,-10,525,
43869164,14116,21653,-24,-9,589,
43869169,14128,21653,-24,-9,680,
43869174,14135,21653,-25,-8,738,
43869179,14135,21653,-24,-6,779,
43869184,14145,21653,-23,-5,811,
43869189,14145,21653,-21,-3,839,
43869194,14152,21653,-21,-3,863,
43869199,14152,21653,-22,-2,878,
43869204,14152,21653,-22,-2,888,
43869209,14152,21653,-21,-3,897,
43869214,14152,21653,-21,-3,905,
43869219,14152,21653,-21,-3,915,
43869224,14152,21653,-21,-5,926,
43869229,14152,21653,-21,-5,936,
43869234,14152,21653,-21,-5,941,
43869239,14152,21653,-21,-5,945,
43869244,14152,21645,-21,-5,951,
43869249,14152,21645,-21,-5,959,
43869254,14152,21635,-21,-5,968,
43869259,14152,21635,-21,-5,976,
43869264,14152,21622,-21,-5,981,
43869269,14152,21622,-21,-5,985,
43869274,14159,21611,-21,-5,989,
43869279,14159,21604,-21,-5,996,
43869284,14159,21604,-21,-5,1005,
43869289,14159,21590,-21,-5,1012,
43869294,14159,21582,-21,-5,1018,
43869299,14169,21572,-21,-5,1023,
43869304,14169,21560,-21,-5,1023,
43869309,14169,21547,-21,-5,1023,
43869314,14176,21529,-21,-5,1023,
43869319,14176,21506,-21,-5,1023,
43869324,14187,21473,-21,-5,1023,
43869329,14187,21439,-21,-5,1023,
43869334,14197,21407,-21,-5,1023,
43869339,14197,21375,-22,-6,1023,
43869344,14197,21348,-22,-6,1023,
43869349,14197,21322,-22,-6,1023,
43869354,14204,21294,-22,-6,1023,
43869359,14204,21266,-22,-8,1023,
43869364,14204,21236,-22,-8,1023,
43869369,14204,21200,-22,-8,1023,
43869374,14213,21159,-22,-8,1023,
43869379,14213,21119,-22,-8,1023,
43869384,14213,21077,-22,-8,1023,
43869389,14224,21037,-21,-9,1023,
43869394,14224,20996,-21,-9,1023,
43869399,14238,20947,-22,-8,1023,
43869404,14246,20897,-22,-8,1023,
43869409,14257,20837,-22,-8,1023,
43869414,14269,20777,-22,-6,1023,
43869419,14276,20727,-22,-6,1023,
43869424,14284,20685,-22,-6,1023,
43869429,14292,20651,-21,-5,1023,
43869434,14292,20614,-21,-5,1023,
43869439,14310,20568,-21,-3,1023,
43869444,14323,20510,-21,-3,1023,
43869449,14336,20443,-22,-2,1023,
43869454,14349,20375,-22,-2,1023,
43869459,14358,20316,-22,-2,1023,
43869464,14365,20268,-22,-1,1023,
43869469,14375,20224,-22,-1,1023,
